,tweet_id,timestamp,text,rating_numerator,rating_denominator,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
424,799297110730567681,2016-11-17 17:04:16,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf,11,10,malamute,98%,True,Siberian husky,0%,True,Eskimo dog,0%,True,9371,2553
425,799063482566066176,2016-11-17 01:35:54,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm,11,10,Norfolk terrier,33%,True,Norwich terrier,23%,True,Australian terrier,21%,True,7682,2337
426,798933969379225600,2016-11-16 17:01:16,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL,12,10,Siberian husky,70%,True,Eskimo dog,22%,True,malamute,4%,True,12397,4147
427,798925684722855936,2016-11-16 16:28:21,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow https://t.co/8yvpacwBcu,11,10,West Highland white terrier,53%,True,cairn,18%,True,Norfolk terrier,16%,True,7149,1356
428,798209839306514432,2016-11-14 17:03:50,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,13,10,Pekinese,52%,True,Shih-Tzu,10%,True,Pomeranian,9%,True,9903,2418
429,797971864723324932,2016-11-14 01:18:12,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z,12,10,American Staffordshire terrier,48%,True,Chihuahua,30%,True,Staffordshire bullterrier,7%,True,10929,2881
430,797545162159308800,2016-11-12 21:02:38,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,12,10,Pembroke,95%,True,Cardigan,3%,True,papillon,0%,True,13845,4605
431,797236660651966464,2016-11-12 00:36:46,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi,12,10,collie,76%,True,Border collie,10%,True,kelpie,4%,True,18880,6140
432,796865951799083009,2016-11-11 00:03:42,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet https://t.co/Jgnuiyvq06,12,10,Cardigan,83%,True,Boston bull,8%,True,Pembroke,3%,True,7292,1825
433,796759840936919040,2016-11-10 17:02:03,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI,11,10,American Staffordshire terrier,46%,True,Staffordshire bullterrier,15%,True,Weimaraner,13%,True,11182,2822
434,796484825502875648,2016-11-09 22:49:15,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,12,10,cocker spaniel,11%,True,seat belt,10%,False,Australian terrier,9%,True,7169,1647
435,796387464403357696,2016-11-09 16:22:22,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5,12,10,Pekinese,46%,True,Pomeranian,28%,True,Siamese cat,5%,False,10439,3880
436,796149749086875649,2016-11-09 00:37:46,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,11,10,golden retriever,60%,True,Labrador retriever,14%,True,seat belt,8%,False,30439,13328
437,796116448414461957,2016-11-08 22:25:27,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN,11,10,Cardigan,70%,True,Pembroke,26%,True,papillon,1%,True,8616,2245
438,796080075804475393,2016-11-08 20:00:55,This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm,12,10,chow,97%,True,Tibetan mastiff,1%,True,gibbon,0%,False,8008,2158
439,796031486298386433,2016-11-08 16:47:50,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,13,10,golden retriever,89%,True,Labrador retriever,7%,True,doormat,0%,False,10243,3494
440,795464331001561088,2016-11-07 03:14:10,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,13,10,golden retriever,19%,True,Chesapeake Bay retriever,15%,True,soft-coated wheaten terrier,12%,True,46660,21900
441,795400264262053889,2016-11-06 22:59:35,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,12,10,golden retriever,92%,True,Labrador retriever,5%,True,tennis ball,0%,False,9470,2677
442,795076730285391872,2016-11-06 01:33:58,This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E,11,10,gas pump,67%,False,harvester,4%,False,swing,4%,False,15317,5081
443,794926597468000259,2016-11-05 15:37:24,This is Mack. He's rather h*ckin sleepy. Exceptional ears. 12/10 would boop https://t.co/XRPvTPF0VH,12,10,teddy,56%,False,bath towel,17%,False,toy poodle,3%,True,9657,2153
444,794332329137291264,2016-11-04 00:15:59,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,12,10,Samoyed,98%,True,malamute,0%,True,Great Pyrenees,0%,True,9103,2530
445,794205286408003585,2016-11-03 15:51:10,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,14,10,pedestal,66%,False,fountain,29%,False,brass,2%,False,8756,3105
446,793962221541933056,2016-11-02 23:45:19,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,12,10,Labrador retriever,86%,True,golden retriever,4%,True,Staffordshire bullterrier,1%,True,15877,4557
447,793845145112371200,2016-11-02 16:00:06,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,13,10,Old English sheepdog,76%,True,Bedlington terrier,11%,True,Kerry blue terrier,4%,True,8749,1740
448,793601777308463104,2016-11-01 23:53:02,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,12,10,miniature pinscher,53%,True,Chihuahua,21%,True,toy terrier,8%,True,7551,1512
449,793500921481273345,2016-11-01 17:12:16,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,12,10,golden retriever,32%,True,Labrador retriever,21%,True,Chesapeake Bay retriever,16%,True,10096,2227
450,793286476301799424,2016-11-01 03:00:09,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,13,10,Afghan hound,27%,True,borzoi,14%,True,doormat,10%,False,23302,8576
451,793271401113350145,2016-11-01 02:00:14,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,12,10,Siberian husky,23%,True,Eskimo dog,20%,True,Pembroke,7%,True,8235,2239
452,793256262322548741,2016-11-01 01:00:05,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,12,10,basset,20%,True,Walker hound,6%,True,beagle,4%,True,18887,7776
453,793241302385262592,2016-11-01 00:00:38,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,13,10,golden retriever,55%,True,Labrador retriever,39%,True,cocker spaniel,3%,True,9956,3065
454,793226087023144960,2016-10-31 23:00:11,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",11,10,wire-haired fox terrier,45%,True,Lakeland terrier,27%,True,English springer,8%,True,9263,2708
455,793210959003287553,2016-10-31 22:00:04,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution https://t.co/etL8FHBrh8,10,10,doormat,87%,False,French bulldog,1%,True,Boston bull,1%,True,8462,2600
456,793195938047070209,2016-10-31 21:00:23,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,12,10,Labrador retriever,65%,True,golden retriever,7%,True,Chihuahua,4%,True,14418,5258
457,793180763617361921,2016-10-31 20:00:05,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,11,10,Lakeland terrier,26%,True,Irish terrier,21%,True,Airedale,13%,True,6548,1859
458,793165685325201412,2016-10-31 19:00:10,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,12,10,golden retriever,94%,True,Labrador retriever,3%,True,doormat,0%,False,8879,2621
459,793150605191548928,2016-10-31 18:00:14,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,11,10,Italian greyhound,19%,True,bluetick,16%,True,standard poodle,12%,True,5835,1592
460,793135492858580992,2016-10-31 17:00:11,Your favorite squad is looking extra h*ckin spooky today. 13/10 for all https://t.co/PrgvOyPtDT,13,10,bakery,73%,False,saltshaker,5%,False,teddy,4%,False,6065,2349
461,793120401413079041,2016-10-31 16:00:13,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",11,10,Labrador retriever,72%,True,golden retriever,16%,True,kuvasz,3%,True,11990,3672
462,792913359805018113,2016-10-31 02:17:31,Here is a perfect example of someone who has their priorities in order. 13/10 for both owner and Forrest https://t.co/LRyMrU7Wfq,13,10,web site,22%,False,lighter,8%,False,switch,3%,False,13553,3703
463,792883833364439040,2016-10-31 00:20:11,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz,12,10,jack-o'-lantern,99%,False,basketball,0%,False,standard poodle,0%,True,10691,3993
464,792773781206999040,2016-10-30 17:02:53,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,12,10,Yorkshire terrier,91%,True,silky terrier,6%,True,Australian terrier,0%,True,6986,1569
465,792394556390137856,2016-10-29 15:55:58,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,12,10,cocker spaniel,74%,True,Irish setter,9%,True,miniature poodle,6%,True,12690,4007
466,792050063153438720,2016-10-28 17:07:05,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,11,10,komondor,94%,True,swab,5%,False,Tibetan terrier,0%,True,6758,1667
467,791672322847637504,2016-10-27 16:06:04,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,13,10,golden retriever,70%,True,Labrador retriever,21%,True,kuvasz,1%,True,11119,2919
468,791406955684368384,2016-10-26 22:31:36,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,12,10,Pembroke,97%,True,Cardigan,2%,True,basenji,0%,True,12467,3846
469,791312159183634433,2016-10-26 16:14:55,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,12,10,miniature pinscher,89%,True,toy terrier,9%,True,Doberman,0%,True,8304,2359
470,790987426131050500,2016-10-25 18:44:32,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,12,10,cocker spaniel,34%,True,flat-coated retriever,30%,True,Newfoundland,10%,True,9286,1981
471,790946055508652032,2016-10-25 16:00:09,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,12,10,dishwasher,70%,False,golden retriever,24%,True,chow,3%,True,15836,4375
472,790698755171364864,2016-10-24 23:37:28,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,12,10,Bernese mountain dog,99%,True,EntleBucher,0%,True,Appenzeller,0%,True,7788,1798
473,790581949425475584,2016-10-24 15:53:19,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,11,10,refrigerator,99%,False,malinois,0%,True,kelpie,0%,True,19509,6624
474,790337589677002753,2016-10-23 23:42:19,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,12,10,Pembroke,65%,True,Cardigan,15%,True,toy terrier,10%,True,7407,1763
475,790277117346975746,2016-10-23 19:42:02,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,11,10,Labrador retriever,42%,True,Great Dane,19%,True,curly-coated retriever,14%,True,11873,2946
476,789986466051088384,2016-10-23 00:27:05,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,12,10,tub,47%,False,bathtub,32%,False,golden retriever,7%,True,8781,2140
477,789628658055020548,2016-10-22 00:45:17,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,13,10,chow,26%,True,cougar,8%,False,Pomeranian,7%,True,7064,1639
478,789599242079838210,2016-10-21 22:48:24,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,12,10,Chesapeake Bay retriever,87%,True,beagle,1%,True,Labrador retriever,1%,True,6368,1788
479,789530877013393408,2016-10-21 18:16:44,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,12,10,schipperke,36%,True,kelpie,19%,True,Norwegian elkhound,15%,True,11065,3150
480,789268448748703744,2016-10-21 00:53:56,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,10,10,malamute,81%,True,Siberian husky,12%,True,Eskimo dog,2%,True,8625,2438
481,789137962068021249,2016-10-20 16:15:26,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,12,10,Chihuahua,74%,True,Pekinese,7%,True,Pembroke,4%,True,9207,2601
482,788908386943430656,2016-10-20 01:03:11,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",11,10,remote control,88%,False,oscilloscope,3%,False,golden retriever,3%,True,26017,11677
483,788765914992902144,2016-10-19 15:37:03,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,12,10,cocker spaniel,50%,True,golden retriever,27%,True,jigsaw puzzle,4%,False,25825,9634
484,788412144018661376,2016-10-18 16:11:17,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,11,10,golden retriever,80%,True,Labrador retriever,11%,True,Brittany spaniel,3%,True,14684,4909
485,788178268662984705,2016-10-18 00:41:57,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,13,10,Samoyed,73%,True,Pomeranian,7%,True,Arctic fox,3%,False,6880,1967
486,788150585577050112,2016-10-17 22:51:57,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,13,10,chow,81%,True,Pomeranian,11%,True,Chihuahua,1%,True,5773,1196
487,788039637453406209,2016-10-17 15:31:05,Did... did they pick out that license plate? 12/10 for both https://t.co/lRmUUOxgbQ,12,10,beach wagon,36%,False,minivan,30%,False,limousine,10%,False,5780,1221
488,787810552592695296,2016-10-17 00:20:47,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,11,10,pug,36%,True,French bulldog,22%,True,English setter,8%,True,8135,2832
489,787717603741622272,2016-10-16 18:11:26,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,13,10,German shepherd,99%,True,malinois,0%,True,kelpie,0%,True,9694,2579
490,787397959788929025,2016-10-15 21:01:17,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,11,10,Chihuahua,90%,True,toy terrier,2%,True,miniature pinscher,1%,True,10312,2658
491,787322443945877504,2016-10-15 16:01:13,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,10,10,seat belt,74%,False,golden retriever,10%,True,dingo,1%,False,7376,1621
492,786963064373534720,2016-10-14 16:13:10,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,12,10,golden retriever,91%,True,Saluki,4%,True,Labrador retriever,3%,True,25212,7408
493,786709082849828864,2016-10-13 23:23:56,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",75,10,Pomeranian,46%,True,Persian cat,12%,False,chow,10%,True,17333,5714
494,786664955043049472,2016-10-13 20:28:35,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",12,10,Leonberg,51%,True,keeshond,46%,True,Pomeranian,0%,True,10025,2359
495,786595970293370880,2016-10-13 15:54:28,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,11,10,Pembroke,70%,True,Cardigan,28%,True,chow,0%,True,8947,2905
496,786363235746385920,2016-10-13 00:29:39,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13,10,golden retriever,92%,True,Labrador retriever,6%,True,Saluki,0%,True,10249,3207
497,786233965241827333,2016-10-12 15:55:59,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,11,10,Labrador retriever,47%,True,schipperke,22%,True,Staffordshire bullterrier,7%,True,14371,4361
498,785927819176054784,2016-10-11 19:39:28,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,12,10,teddy,97%,False,toy poodle,0%,True,chow,0%,True,10780,2975
499,785872687017132033,2016-10-11 16:00:24,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,12,10,Great Pyrenees,39%,True,golden retriever,19%,True,Pekinese,14%,True,6325,1667
500,785639753186217984,2016-10-11 00:34:48,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,10,10,porcupine,97%,False,sea urchin,0%,False,echidna,0%,False,7440,2100
501,785533386513321988,2016-10-10 17:32:08,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,11,10,miniature pinscher,43%,True,black-and-tan coonhound,25%,True,Rottweiler,14%,True,8563,1832
502,785264754247995392,2016-10-09 23:44:41,This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,12,10,teddy,67%,False,cradle,5%,False,chow,5%,True,6892,1513
503,785170936622350336,2016-10-09 17:31:53,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,11,10,seat belt,89%,False,Eskimo dog,2%,True,Samoyed,1%,True,11336,4483
504,784826020293709826,2016-10-08 18:41:19,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,13,10,chow,9%,True,binoculars,8%,False,Irish setter,7%,True,9558,3000
505,784517518371221505,2016-10-07 22:15:26,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,11,10,malamute,75%,True,Eskimo dog,15%,True,Siberian husky,8%,True,8474,2358
506,784431430411685888,2016-10-07 16:33:21,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,12,10,miniature poodle,74%,True,toy poodle,24%,True,standard poodle,1%,True,5436,1181
507,783839966405230592,2016-10-06 01:23:05,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10 https://t.co/8TCQcsZCZ8,13,10,quilt,33%,False,Siamese cat,13%,False,three-toed sloth,11%,False,28326,10011
508,783821107061198850,2016-10-06 00:08:09,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,12,10,Lakeland terrier,26%,True,golden retriever,19%,True,standard poodle,13%,True,6958,1822
509,783695101801398276,2016-10-05 15:47:27,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,12,10,chow,31%,True,golden retriever,30%,True,Australian terrier,4%,True,9839,2982
510,783466772167098368,2016-10-05 00:40:09,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,11,10,Chihuahua,78%,True,miniature pinscher,11%,True,toy terrier,3%,True,7942,2073
511,783391753726550016,2016-10-04 19:42:03,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,13,10,Norwegian elkhound,87%,True,cairn,8%,True,keeshond,1%,True,15959,5073
512,783334639985389568,2016-10-04 15:55:06,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,12,10,Cardigan,59%,True,Shetland sheepdog,13%,True,Pembroke,10%,True,27406,10843
513,783085703974514689,2016-10-03 23:25:55,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,11,10,Chesapeake Bay retriever,24%,True,Airedale,16%,True,boxer,13%,True,7717,2018
514,782969140009107456,2016-10-03 15:42:44,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,12,10,seat belt,47%,False,golden retriever,17%,True,Labrador retriever,11%,True,22770,6868
515,782747134529531904,2016-10-03 01:00:34,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,11,10,golden retriever,56%,True,otterhound,19%,True,clumber,4%,True,7051,1316
516,782722598790725632,2016-10-02 23:23:04,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",10,10,Irish setter,57%,True,golden retriever,33%,True,seat belt,4%,False,16257,4996
517,782598640137187329,2016-10-02 15:10:30,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,11,10,malamute,84%,True,Tibetan mastiff,14%,True,Eskimo dog,1%,True,7371,1763
518,782305867769217024,2016-10-01 19:47:08,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,12,10,briard,50%,True,soft-coated wheaten terrier,39%,True,Lhasa,3%,True,15678,5116
519,781955203444699136,2016-09-30 20:33:43,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately https://t.co/FjEsk7A1JV,11,10,pool table,17%,False,dining table,15%,False,microwave,3%,False,10543,3127
520,781661882474196992,2016-09-30 01:08:10,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,5,10,Pembroke,43%,True,golden retriever,22%,True,collie,7%,True,9848,2511
521,781524693396357120,2016-09-29 16:03:01,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,12,10,tennis ball,99%,False,Chesapeake Bay retriever,0%,True,Labrador retriever,0%,True,19542,5125
522,781251288990355457,2016-09-28 21:56:36,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,11,10,Mexican hairless,88%,True,Italian greyhound,3%,True,seat belt,2%,False,7904,1922
523,781163403222056960,2016-09-28 16:07:23,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",10,10,Shetland sheepdog,97%,True,collie,2%,True,Border collie,0%,True,9249,2574
524,780931614150983680,2016-09-28 00:46:20,I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend https://t.co/5dUYOu4b8d,13,10,padlock,73%,False,necklace,6%,False,chain,3%,False,20452,6711
525,780858289093574656,2016-09-27 19:54:58,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",10,10,Chesapeake Bay retriever,48%,True,Sussex spaniel,27%,True,kelpie,10%,True,6786,1858
526,780800785462489090,2016-09-27 16:06:28,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,11,10,Siberian husky,95%,True,Eskimo dog,3%,True,Pembroke,0%,True,5179,1198
527,780601303617732608,2016-09-27 02:53:48,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,12,10,Saint Bernard,99%,True,Cardigan,0%,True,English springer,0%,True,11405,3117
528,780543529827336192,2016-09-26 23:04:13,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,12,10,golden retriever,62%,True,Labrador retriever,31%,True,Tibetan mastiff,1%,True,5930,1623
529,780459368902959104,2016-09-26 17:29:48,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",11,10,Great Dane,38%,True,German shepherd,31%,True,bull mastiff,3%,True,4982,1000
530,780192070812196864,2016-09-25 23:47:39,We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,11,10,vizsla,14%,True,mongoose,9%,False,hatchet,7%,False,8189,2076
531,779834332596887552,2016-09-25 00:06:08,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,11,10,golden retriever,99%,True,cocker spaniel,0%,True,Great Pyrenees,0%,True,17714,6481
532,779377524342161408,2016-09-23 17:50:56,Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket https://t.co/KsqaIzlQ12,12,10,sundial,17%,False,cash machine,6%,False,maze,5%,False,8223,2874
533,779056095788752897,2016-09-22 20:33:42,Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,13,10,Chihuahua,72%,True,toy terrier,11%,True,kelpie,5%,True,13852,4197
534,778990705243029504,2016-09-22 16:13:51,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,11,10,cocker spaniel,71%,True,Labrador retriever,20%,True,Chihuahua,2%,True,18704,6634
535,778748913645780993,2016-09-22 00:13:04,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",11,10,Staffordshire bullterrier,35%,True,boxer,20%,True,American Staffordshire terrier,14%,True,6444,1203
536,778650543019483137,2016-09-21 17:42:10,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",10,10,German shepherd,51%,True,malinois,30%,True,kelpie,8%,True,5406,1385
537,778624900596654080,2016-09-21 16:00:17,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,11,10,Airedale,78%,True,Irish terrier,12%,True,Lakeland terrier,1%,True,4330,940
538,778408200802557953,2016-09-21 01:39:11,RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,14,10,Pembroke,84%,True,Cardigan,10%,True,beagle,1%,True,12838,3994
